input_time|conversation_id|count|intent|user_input| entity_name|entity_value|action|bot_reply|,,,,,,
2022-08-10 09:04:17.675207|a6cc2ffec20949188698fd0a4c03befe|U0|greet|/greet|,,,,,,
2022-08-10 09:04:17.675207|a6cc2ffec20949188698fd0a4c03befe|B0|||||utter_greet|Hey! Welcome to the website of University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student living, school services, etc. How can I help you?,
2022-11-10 17:22:42.009786|c14e8eaf02dd49e4a29efe77872aba0f|U19|overall_rating|overall_2|,,,,,,
2022-11-10 17:22:42.009830|c14e8eaf02dd49e4a29efe77872aba0f|B24|||||utter_prefinish_1|Thanks, that's all for the feedbacks. The last part is regarding your demographic information.,,,,,
2022-11-10 17:22:42.009864|c14e8eaf02dd49e4a29efe77872aba0f|B25|||||utter_current_student|Are you currently a student studying less than 2 years at UofSC?,,,,,,
2022-11-10 17:22:42.009898|c14e8eaf02dd49e4a29efe77872aba0f|U20|answer_current_student|answer_current_student_2|,,,,,,
2022-11-10 17:22:42.009942|c14e8eaf02dd49e4a29efe77872aba0f|B26|||||utter_gender|What's your gender?,,,,,,
2022-11-10 17:22:42.009975|c14e8eaf02dd49e4a29efe77872aba0f|U21|answer_gender|gender_2|,,,,,,
2022-11-10 17:22:42.010019|c14e8eaf02dd49e4a29efe77872aba0f|B27|||||utter_age|What's your age?,,,,,,
2022-11-10 17:22:42.010052|c14e8eaf02dd49e4a29efe77872aba0f|U22|answer_age|age_2|,,,,,,
2022-11-10 17:22:42.010097|c14e8eaf02dd49e4a29efe77872aba0f|B28|||||utter_marriage|Are you married?,,,,,,
2022-11-10 17:22:42.010130|c14e8eaf02dd49e4a29efe77872aba0f|U23|answer_marriage|marriage_2|,,,,,,
2022-11-10 17:22:42.010175|c14e8eaf02dd49e4a29efe77872aba0f|B29|||||utter_education|What is your current completed education level?,,,,,,
2022-11-10 17:22:42.010209|c14e8eaf02dd49e4a29efe77872aba0f|U24|answer_education|education_2|,,,,,,
2022-11-10 17:22:42.010252|c14e8eaf02dd49e4a29efe77872aba0f|B30|||||utter_prefinish_2|Thanks for your participation and feedbacks. This is all about the experiment.,,,,,,
 ,,,,,,
 【Conversation ended】,,,,,,
2022-11-10 18:59:38.038020|0339b97bdb5e497dbcf5b4e6cf36b031|U0|greet|/greet|,,,,,,
2022-11-10 18:59:38.038079|0339b97bdb5e497dbcf5b4e6cf36b031|B0|||||utter_greet|Hey! Welcome to the website of University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student housing, dining on campus, etc. How can I help you?,
2022-11-10 18:59:38.038120|0339b97bdb5e497dbcf5b4e6cf36b031|U1|campus|What is there to eat on campus|,,,,,,
2022-11-10 18:59:38.038170|0339b97bdb5e497dbcf5b4e6cf36b031|B1|||||utter_campus|Please check the campus buildings and facilities at https://sc.edu/about/offices_and_divisions/student_affairs/our_facilities/index.php. Also, there is an interactive campus maps: https://www.sc.edu/visit/map/ ,,,,,
2022-11-10 18:59:38.038209|0339b97bdb5e497dbcf5b4e6cf36b031|B2|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 18:59:38.038250|0339b97bdb5e497dbcf5b4e6cf36b031|U2|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 18:59:38.038299|0339b97bdb5e497dbcf5b4e6cf36b031|B3|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 18:59:38.038334|0339b97bdb5e497dbcf5b4e6cf36b031|U3|lunch|Where to have lunch on campus|,,,,,,
2022-11-10 18:59:38.038382|0339b97bdb5e497dbcf5b4e6cf36b031|B4|||||utter_lunch|There's a number of lunch places within and around the campus. Please see the lunch places here https://sc.edu/experience/grab_a_bite/campus_restaurants_list.php ,,,,,,
2022-11-10 18:59:38.038418|0339b97bdb5e497dbcf5b4e6cf36b031|B5|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 18:59:38.038453|0339b97bdb5e497dbcf5b4e6cf36b031|U4|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 18:59:38.038501|0339b97bdb5e497dbcf5b4e6cf36b031|B6|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 18:59:38.038537|0339b97bdb5e497dbcf5b4e6cf36b031|U5|housing|How’s student living|,,,,,,
2022-11-10 18:59:38.038586|0339b97bdb5e497dbcf5b4e6cf36b031|B7|||||utter_housing|For the on-campus housing, please contact the help center for the customer service: https://sc.edu/about/offices_and_divisions/housing/help_center/index.php /n/ For the off-campus housing, you should cantact your apartment leasing office. The school also provide consulting and legal service support for the off-campus living issues:  https://sc.edu/about/offices_and_divisions/off_campus_living_and_neighborhood_relations/find-housing/index.php,,,,
2022-11-10 18:59:38.038628|0339b97bdb5e497dbcf5b4e6cf36b031|B8|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 18:59:38.038666|0339b97bdb5e497dbcf5b4e6cf36b031|U6|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 18:59:38.038714|0339b97bdb5e497dbcf5b4e6cf36b031|B9|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 18:59:38.038750|0339b97bdb5e497dbcf5b4e6cf36b031|U7|find_place|How to find a place to stay|,,,,,,
2022-11-10 18:59:38.038821|0339b97bdb5e497dbcf5b4e6cf36b031|U8|find_place|How to find a place to stay|,,,,,,
2022-11-10 18:59:38.038893|0339b97bdb5e497dbcf5b4e6cf36b031|U9|find_place|How do I find a place to stay|,,,,,,
2022-11-10 18:59:38.038964|0339b97bdb5e497dbcf5b4e6cf36b031|U10|meal_plan|How about meal plan|,,,,,,
2022-11-10 18:59:38.039013|0339b97bdb5e497dbcf5b4e6cf36b031|B10|||||utter_meal_plan|The are different kinds of meal plans for students and faculties. More about the meal plan, please refer to the webpage: ,,,,,
https://sc.edu/about/offices_and_divisions/dining_services/meal_plans/index.php,,,,,,
2022-11-10 18:59:38.039056|0339b97bdb5e497dbcf5b4e6cf36b031|B11|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 18:59:38.039093|0339b97bdb5e497dbcf5b4e6cf36b031|U11|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 18:59:38.039141|0339b97bdb5e497dbcf5b4e6cf36b031|B12|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 18:59:38.039177|0339b97bdb5e497dbcf5b4e6cf36b031|U12|nlu_fallback|What can I eat|,,,,,,
2022-11-10 18:59:38.039225|0339b97bdb5e497dbcf5b4e6cf36b031|B13|||||utter_please_rephrase|I'm sorry, I didn't quite understand that. Could you rephrase or ask another question? ,,,,,
2022-11-10 18:59:38.039262|0339b97bdb5e497dbcf5b4e6cf36b031|U13|campus|What can I eat on campus|,,,,,,
2022-11-10 18:59:38.039311|0339b97bdb5e497dbcf5b4e6cf36b031|B14|||||utter_campus|Please check the campus buildings and facilities at https://sc.edu/about/offices_and_divisions/student_affairs/our_facilities/index.php. Also, there is an interactive campus maps: https://www.sc.edu/visit/map/ ,,,,,
2022-11-10 18:59:38.039348|0339b97bdb5e497dbcf5b4e6cf36b031|B15|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 18:59:38.039385|0339b97bdb5e497dbcf5b4e6cf36b031|U14|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 18:59:38.039434|0339b97bdb5e497dbcf5b4e6cf36b031|B16|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 18:59:38.039469|0339b97bdb5e497dbcf5b4e6cf36b031|U15|goodbye|Bye|,,,,,,
2022-11-10 18:59:38.039517|0339b97bdb5e497dbcf5b4e6cf36b031|B17|||||utter_ask_ratings|Could you give us some feedbacks regarding your experience? There will be 5 questions. ,,,,,,
2022-11-10 18:59:38.039554|0339b97bdb5e497dbcf5b4e6cf36b031|U16|affirm|Yes|,,,,,,
2022-11-10 18:59:38.039603|0339b97bdb5e497dbcf5b4e6cf36b031|B18|||||utter_answers_satisfaction|Are you satisfied with the answers to your questions?,,,,,,
2022-11-10 18:59:38.039640|0339b97bdb5e497dbcf5b4e6cf36b031|U17|satisfy_rating|satisfy_4|,,,,,,
2022-11-10 18:59:38.039689|0339b97bdb5e497dbcf5b4e6cf36b031|B19|||||utter_interaction|Are you satisfied with how the chatbot interacted with you?,,,,,,
2022-11-10 18:59:38.039725|0339b97bdb5e497dbcf5b4e6cf36b031|U18|interaction_rating|interaction_4|,,,,,,
2022-11-10 18:59:38.039773|0339b97bdb5e497dbcf5b4e6cf36b031|B20|||||utter_preference|To what extent will you prefer the chatbot over Google search for the answers?,,,,,,
2022-11-10 18:59:38.039808|0339b97bdb5e497dbcf5b4e6cf36b031|U19|preference_rating|preference_3|,,,,,,
2022-11-10 18:59:38.039856|0339b97bdb5e497dbcf5b4e6cf36b031|B21|||||utter_future_use|Will you choose the chatbot to find UofSC info for the future use?,,,,,,
2022-11-10 18:59:38.039891|0339b97bdb5e497dbcf5b4e6cf36b031|U20|future_use_rating|future_use_3|,,,,,,
2022-11-10 18:59:38.039939|0339b97bdb5e497dbcf5b4e6cf36b031|B22|||||utter_overall_rating|What’s your overall satisfaction of using the chatbot to find the school information?,,,,,,
2022-11-10 18:59:38.039978|0339b97bdb5e497dbcf5b4e6cf36b031|U21|overall_rating|overall_3|,,,,,,
2022-11-10 18:59:38.040026|0339b97bdb5e497dbcf5b4e6cf36b031|B23|||||utter_prefinish_1|Thanks, that's all for the feedbacks. The last part is regarding your demographic information.,,,,,
2022-11-10 18:59:38.040063|0339b97bdb5e497dbcf5b4e6cf36b031|B24|||||utter_current_student|Are you currently a student studying less than 2 years at UofSC?,,,,,,
2022-11-10 18:59:38.040099|0339b97bdb5e497dbcf5b4e6cf36b031|U22|answer_current_student|answer_current_student_1|,,,,,,
2022-11-10 18:59:38.040147|0339b97bdb5e497dbcf5b4e6cf36b031|B25|||||utter_gender|What's your gender?,,,,,,
2022-11-10 18:59:38.040183|0339b97bdb5e497dbcf5b4e6cf36b031|U23|answer_gender|gender_2|,,,,,,
2022-11-10 18:59:38.040231|0339b97bdb5e497dbcf5b4e6cf36b031|B26|||||utter_age|What's your age?,,,,,,
2022-11-10 18:59:38.040266|0339b97bdb5e497dbcf5b4e6cf36b031|U24|answer_age|age_1|,,,,,,
2022-11-10 18:59:38.040315|0339b97bdb5e497dbcf5b4e6cf36b031|B27|||||utter_marriage|Are you married?,,,,,,
2022-11-10 18:59:38.040350|0339b97bdb5e497dbcf5b4e6cf36b031|U25|answer_marriage|marriage_2|,,,,,,
2022-11-10 18:59:38.040398|0339b97bdb5e497dbcf5b4e6cf36b031|B28|||||utter_education|What is your current completed education level?,,,,,,
2022-11-10 18:59:38.040434|0339b97bdb5e497dbcf5b4e6cf36b031|U26|answer_education|education_1|,,,,,,
2022-11-10 18:59:38.040482|0339b97bdb5e497dbcf5b4e6cf36b031|B29|||||utter_prefinish_2|Thanks for your participation and feedbacks. This is all about the experiment.,,,,,,
 ,,,,,,
 【Conversation ended】,,,,,,
2022-11-10 20:12:47.583163|de66d397bafb4086a9f0e22f6a9a71fd|U0|greet|/greet|,,,,,,
2022-11-10 20:12:47.583255|de66d397bafb4086a9f0e22f6a9a71fd|B0|||||utter_greet|Hey! Welcome to the website of University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student housing, dining on campus, etc. How can I help you?,
2022-11-10 20:12:47.583319|de66d397bafb4086a9f0e22f6a9a71fd|U1|nlu_fallback|Is there any housing available for international graduate students?|,,,,,,
2022-11-10 20:12:47.583400|de66d397bafb4086a9f0e22f6a9a71fd|B1|||||utter_please_rephrase|I'm sorry, I didn't quite understand that. Could you rephrase or ask another question? ,,,,,
2022-11-10 20:12:47.583458|de66d397bafb4086a9f0e22f6a9a71fd|U2|nlu_fallback|Tell me about housing|,,,,,,
2022-11-10 20:12:47.583535|de66d397bafb4086a9f0e22f6a9a71fd|B2|||||utter_please_rephrase|I'm sorry, I didn't quite understand that. Could you rephrase or ask another question? ,,,,,
2022-11-10 20:12:47.583593|de66d397bafb4086a9f0e22f6a9a71fd|U3|nlu_fallback|What's the cost of the student living?|,,,,,,
2022-11-10 20:12:47.583668|de66d397bafb4086a9f0e22f6a9a71fd|B3|||||utter_please_rephrase|I'm sorry, I didn't quite understand that. Could you rephrase or ask another question? ,,,,,
2022-11-10 20:12:47.583724|de66d397bafb4086a9f0e22f6a9a71fd|U4|nlu_fallback|What's the cost of the student living?|,,,,,,
2022-11-10 20:12:47.583799|de66d397bafb4086a9f0e22f6a9a71fd|B4|||||utter_please_rephrase|I'm sorry, I didn't quite understand that. Could you rephrase or ask another question? ,,,,,
2022-11-10 20:12:47.583856|de66d397bafb4086a9f0e22f6a9a71fd|U5|meal_plan|How's about the meal plan?|,,,,,,
2022-11-10 20:12:47.583929|de66d397bafb4086a9f0e22f6a9a71fd|B5|||||utter_meal_plan|The are different kinds of meal plans for students and faculties. More about the meal plan, please refer to the webpage: ,,,,,
https://sc.edu/about/offices_and_divisions/dining_services/meal_plans/index.php,,,,,,
2022-11-10 20:12:47.583993|de66d397bafb4086a9f0e22f6a9a71fd|B6|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 20:12:47.584060|de66d397bafb4086a9f0e22f6a9a71fd|U6|access_application|How to apply?|,,,,,,
2022-11-10 20:12:47.584173|de66d397bafb4086a9f0e22f6a9a71fd|U7|nlu_fallback|adf|,,,,,,
2022-11-10 20:12:47.584250|de66d397bafb4086a9f0e22f6a9a71fd|B7|||||utter_please_rephrase|I'm sorry, I didn't quite understand that. Could you rephrase or ask another question? ,,,,,
2022-11-10 20:12:47.584305|de66d397bafb4086a9f0e22f6a9a71fd|U8|access_application|How to apply?|,,,,,,
2022-11-10 20:12:47.584418|de66d397bafb4086a9f0e22f6a9a71fd|U9|goodbye|Bye|,,,,,,
2022-11-10 20:12:47.584491|de66d397bafb4086a9f0e22f6a9a71fd|B8|||||utter_ask_ratings|Could you give us some feedbacks regarding your experience? There will be 5 questions. ,,,,,,
2022-11-10 20:12:47.584547|de66d397bafb4086a9f0e22f6a9a71fd|U10|affirm|Yes|,,,,,,
2022-11-10 20:12:47.584621|de66d397bafb4086a9f0e22f6a9a71fd|B9|||||utter_answers_satisfaction|Are you satisfied with the answers to your questions?,,,,,,
2022-11-10 20:12:47.584678|de66d397bafb4086a9f0e22f6a9a71fd|U11|satisfy_rating|satisfy_1|,,,,,,
2022-11-10 20:12:47.584754|de66d397bafb4086a9f0e22f6a9a71fd|B10|||||utter_interaction|Are you satisfied with how the chatbot interacted with you?,,,,,,
2022-11-10 20:12:47.584811|de66d397bafb4086a9f0e22f6a9a71fd|U12|interaction_rating|interaction_2|,,,,,,
2022-11-10 20:12:47.584885|de66d397bafb4086a9f0e22f6a9a71fd|B11|||||utter_preference|To what extent will you prefer the chatbot over Google search for the answers?,,,,,,
2022-11-10 20:12:47.584941|de66d397bafb4086a9f0e22f6a9a71fd|U13|preference_rating|preference_1|,,,,,,
2022-11-10 20:12:47.585015|de66d397bafb4086a9f0e22f6a9a71fd|B12|||||utter_future_use|Will you choose the chatbot to find UofSC info for the future use?,,,,,,
2022-11-10 20:12:47.585070|de66d397bafb4086a9f0e22f6a9a71fd|U14|future_use_rating|future_use_3|,,,,,,
2022-11-10 20:12:47.585142|de66d397bafb4086a9f0e22f6a9a71fd|B13|||||utter_overall_rating|What’s your overall satisfaction of using the chatbot to find the school information?,,,,,,
2022-11-10 20:12:47.585203|de66d397bafb4086a9f0e22f6a9a71fd|U15|overall_rating|overall_2|,,,,,,
2022-11-10 20:12:47.585277|de66d397bafb4086a9f0e22f6a9a71fd|B14|||||utter_prefinish_1|Thanks, that's all for the feedbacks. The last part is regarding your demographic information.,,,,,
2022-11-10 20:12:47.585334|de66d397bafb4086a9f0e22f6a9a71fd|B15|||||utter_current_student|Are you currently a student studying less than 2 years at UofSC?,,,,,,
2022-11-10 20:12:47.585407|de66d397bafb4086a9f0e22f6a9a71fd|U16|answer_current_student|answer_current_student_1|,,,,,,
2022-11-10 20:12:47.585461|de66d397bafb4086a9f0e22f6a9a71fd|B16|||||utter_gender|What's your gender?,,,,,,
2022-11-10 20:12:47.585493|de66d397bafb4086a9f0e22f6a9a71fd|U17|answer_gender|gender_2|,,,,,,
2022-11-10 20:12:47.585536|de66d397bafb4086a9f0e22f6a9a71fd|B17|||||utter_age|What's your age?,,,,,,
2022-11-10 20:12:47.585568|de66d397bafb4086a9f0e22f6a9a71fd|U18|answer_age|age_2|,,,,,,
2022-11-10 20:12:47.585611|de66d397bafb4086a9f0e22f6a9a71fd|B18|||||utter_marriage|Are you married?,,,,,,
2022-11-10 20:12:47.585644|de66d397bafb4086a9f0e22f6a9a71fd|U19|answer_marriage|marriage_2|,,,,,,
2022-11-10 20:12:47.585687|de66d397bafb4086a9f0e22f6a9a71fd|B19|||||utter_education|What is your current completed education level?,,,,,,
2022-11-10 20:12:47.585719|de66d397bafb4086a9f0e22f6a9a71fd|U20|answer_education|education_2|,,,,,,
2022-11-10 20:12:47.585762|de66d397bafb4086a9f0e22f6a9a71fd|B20|||||utter_prefinish_2|Thanks for your participation and feedbacks. This is all about the experiment.,,,,,,
 ,,,,,,
 【Conversation ended】,,,,,,
2022-11-11 12:08:27.338776|cf47b4f2fe1443309394c12464c87e2f|U0|greet|/greet|,,,,,,
2022-11-11 12:08:27.338819|cf47b4f2fe1443309394c12464c87e2f|B0|||||utter_greet|Hey! Welcome to the website of University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student housing, dining on campus, etc. How can I help you?,
2022-11-11 12:08:27.338848|cf47b4f2fe1443309394c12464c87e2f|U1|access_application|How to apply?|,,,,,,
2022-11-11 12:08:27.338882|cf47b4f2fe1443309394c12464c87e2f|B1|||||utter_access_application|Please refer to the webpage: https://sc.edu/apply/index.php ,,,,,,
2022-11-11 12:08:27.338908|cf47b4f2fe1443309394c12464c87e2f|B2|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-11 12:08:27.338936|cf47b4f2fe1443309394c12464c87e2f|U2|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-11 12:08:27.338969|cf47b4f2fe1443309394c12464c87e2f|B3|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-11 12:08:27.338994|cf47b4f2fe1443309394c12464c87e2f|U3|application_fee|How much is the application fre?|,,,,,,
2022-11-11 12:08:27.339028|cf47b4f2fe1443309394c12464c87e2f|B4|||||utter_application_fee|The application fee for undergradute is $65 (Common Application Fee without waiver);for general graduate program is $50. Other applications may cost more.,,,,,,
2022-11-11 12:08:27.339053|cf47b4f2fe1443309394c12464c87e2f|B5|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-11 12:08:27.339079|cf47b4f2fe1443309394c12464c87e2f|U4|application_fee|How can I kno the application deadine|,,,,,,
2022-11-11 12:08:27.339112|cf47b4f2fe1443309394c12464c87e2f|B6|||||utter_application_fee|The application fee for undergradute is $65 (Common Application Fee without waiver);for general graduate program is $50. Other applications may cost more.,,,,,,
2022-11-11 12:08:27.339138|cf47b4f2fe1443309394c12464c87e2f|B7|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-11 12:08:27.339164|cf47b4f2fe1443309394c12464c87e2f|U5|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-11 12:08:27.339196|cf47b4f2fe1443309394c12464c87e2f|B8|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-11 12:08:27.339221|cf47b4f2fe1443309394c12464c87e2f|U6|find_place|How to find a place to stay?|,,,,,,
2022-11-11 12:08:27.339271|cf47b4f2fe1443309394c12464c87e2f|U7|housing|How about the student living?|,,,,,,
2022-11-11 12:08:27.339304|cf47b4f2fe1443309394c12464c87e2f|B9|||||utter_housing|For the on-campus housing, please contact the help center for the customer service: https://sc.edu/about/offices_and_divisions/housing/help_center/index.php /n/ For the off-campus housing, you should cantact your apartment leasing office. The school also provide consulting and legal service support for the off-campus living issues:  https://sc.edu/about/offices_and_divisions/off_campus_living_and_neighborhood_relations/find-housing/index.php,,,,
2022-11-11 12:08:27.339332|cf47b4f2fe1443309394c12464c87e2f|B10|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-11 12:08:27.339359|cf47b4f2fe1443309394c12464c87e2f|U8|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-11 12:08:27.339391|cf47b4f2fe1443309394c12464c87e2f|B11|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-11 12:08:27.339416|cf47b4f2fe1443309394c12464c87e2f|U9|housing|cost of living|,,,,,,
